Title,URL,Categories,"Published Date"
"境界を溶かし、世界を結び直す ── ヴェネチア・ビエンナーレ2026に顕現する「関係の論理」と日本の美意識",https://kakera.inc/curation/323/,CURATION,"2026-03-10 14:28:57"
"真理を喚起するテクノロジーの呼び水 ── ZOZO NEXT「呼色」が提示する、工芸と先端技術の静寂なる邂逅",https://kakera.inc/curation/330/,CURATION,"2026-03-13 00:55:49"
狂騒の果てに何を残すか──現代アート市場の構造的限界と「真のパトロン」の条件,https://kakera.inc/curation/336/,CURATION,"2026-03-13 01:38:12"
"意識の空白と戯れる都市の原っぱ──「NONLECTURE books/arts」が提示する空間の美学",https://kakera.inc/curation/342/,CURATION,"2026-03-13 09:09:50"
時代に抗う「工芸的なるもの」の真髄──時間と物質が織りなす静謐なる連なり,https://kakera.inc/curation/348/,CURATION,"2026-03-13 12:04:32"
"YAMADARTと山中温泉花紫の革新 漆芸と現代アートの交差点",https://kakera.inc/curation/354/,CURATION,"2026-03-13 13:46:59"
"痛みの錬金術と市場の変容：フリーダ・カーロ《El sueño（La cama）》が提示した86億円の真理",https://kakera.inc/curation/360/,CURATION,"2026-03-13 16:06:47"
アノニマスの痕跡と不完全なる美。時間を吸収する工芸が切り拓く、新たな審美の地平,https://kakera.inc/curation/366/,CURATION,"2026-03-13 17:33:30"
内在する空間の解剖学：現代アートとして屹立する伝統工芸の深部——「在る美」が啓示する構造の美学,https://kakera.inc/curation/372/,CURATION,"2026-03-13 18:52:35"
"悠久の漆黒と星辰の廻り：RESSENCE「TYPE 9 IKE」が示す、時間を所有することの芸術的真諦",https://kakera.inc/curation/381/,CURATION,"2026-03-13 19:38:10"
間人TAIZAプロジェクト：丹後ちりめん工場の記憶と空間美学,https://kakera.inc/curation/387/,CURATION,"2026-03-13 20:29:34"
"アートの社会実装と新たなる結節点──「Arthouse Project」が切り拓く、都市空間と現代美術の静謐なる対話",https://kakera.inc/curation/393/,CURATION,"2026-03-13 20:49:18"
透過する光と刻まれる軌跡：江戸切子が提示する、伝統の脱構築と新たなパラダイム,https://kakera.inc/curation/399/,CURATION,"2026-03-13 21:27:20"
空間に宿る静謐な記憶——「tonowa」が提示する、建築と伝統工芸の新たな融和,https://kakera.inc/curation/405/,CURATION,"2026-03-13 21:43:48"
境界を越える透かし彫り。大阪欄間が切り拓く、陰翳と現代アートの航海,https://kakera.inc/curation/412/,CURATION,"2026-03-13 22:06:11"
境界の融解と昇華──アートと工芸が目指す「同一の頂」,https://kakera.inc/curation/418/,CURATION,"2026-03-13 22:24:48"
引き算の造形美。「工芸の表現四人展」が提示する、素材と身体の純粋な対話,https://kakera.inc/curation/424/,CURATION,"2026-03-13 22:47:10"
"境界の溶解、あるいは物質の昇華——「ロエベ財団 クラフトプライズ 2025」が示す現代工芸の真髄",https://kakera.inc/curation/451/,CURATION,"2026-03-14 21:53:35"
"芸術と経済の新たな交歓──「MEET YOUR ART」が提示する、共創のプラットフォームとしての美術",https://kakera.inc/curation/457/,CURATION,"2026-03-15 08:22:29"
境界を越える静謐なる筆致。東京国立近代美術館「下村観山展」が提示する、日本画の真髄と近代の成熟,https://kakera.inc/curation/464/,CURATION,"2026-03-15 09:52:37"
漆黒のアヴァンギャルド──2026年、ロンドンが木魂する「漆イヤー」の深層,https://kakera.inc/curation/470/,CURATION,"2026-03-15 10:14:45"
"境界を溶かす金彩のアルケミー ―― 京友禅が提示する、共創という名の新たな伝統",https://kakera.inc/curation/479/,CURATION,"2026-03-15 10:51:59"
織りなされる宇宙の律動：カールステン・ニコライと西陣織が提示する「時間」と「情報」の構造的連関,https://kakera.inc/curation/485/,CURATION,"2026-03-15 17:44:10"
綾錦が織りなす時間の地層──近代西陣の眼差しと「守り人」たちの美学,https://kakera.inc/curation/491/,CURATION,"2026-03-15 18:01:12"
工芸の深淵なる源流へ：「日本工芸週間2025」が提示するヘリテージ・リソースという新たな文脈,https://kakera.inc/curation/497/,CURATION,"2026-03-15 21:12:03"
時代を紡ぐ、静謐なる意志。女性伝統工芸士たちが提示する「手」と「美」の現在地,https://kakera.inc/curation/503/,CURATION,"2026-03-15 21:44:41"
"西陣織の静謐なる変容。布の記憶と現代アートが交差する「ROKUMONJIYA FES」の深淵",https://kakera.inc/curation/509/,CURATION,"2026-03-15 22:00:47"
命の器、時の饗宴──「現代素材問答」が紐解く、食と工芸の新たな地平,https://kakera.inc/curation/515/,CURATION,"2026-03-15 22:21:20"
時代を映す「平面」の深層──VOCA展2026が提示する、新たな視座と記憶の再構築,https://kakera.inc/curation/521/,CURATION,"2026-03-16 12:17:11"
「不安定」という名の強度──中西夏之が遺した、絵画の終わらない問い,https://kakera.inc/curation/529/,CURATION,"2026-03-16 21:27:56"
"高輪の地に現れる記憶の螺旋箱：「MoN Takanawa」が問う、100年後の文化と美学の在り処",https://kakera.inc/curation/535/,CURATION,"2026-03-16 22:21:34"
"線の死と彩の生——没後110年 今村紫紅が描いた「日本画の未来」",https://kakera.inc/curation/542/,CURATION,"2026-03-17 14:12:52"
観測されるまで世界は不確定である──「ミッション∞インフィニティ｜宇宙＋量子＋芸術」が示す、可視と不可視の境界線,https://kakera.inc/curation/549/,CURATION,"2026-03-18 11:52:56"
次元を超越するピクセルの系譜：本場奄美大島紬とスペースインベーダーが紡ぐデジタルの原風景,https://kakera.inc/curation/555/,CURATION,"2026-03-18 18:42:10"
"沈黙が語る日本の美学：伝統と現代が交差する「QUIET CLASSIC」の知層",https://kakera.inc/curation/561/,CURATION,"2026-03-20 10:31:17"
沈黙の躯体が語り始める時。新潮社「soko」が提示する、空間と工芸の新たな地平,https://kakera.inc/curation/567/,CURATION,"2026-03-20 10:45:43"
魂の修復と蜘蛛の系譜——ルイーズ・ブルジョワが提示する現代の神話,https://kakera.inc/curation/573/,CURATION,"2026-03-20 10:59:55"
既視感の境界線を溶解する知覚の実験。伊佐治雄悟が提示する「純粋在宅ストリートアート」の哲学,https://kakera.inc/curation/579/,CURATION,"2026-03-20 11:30:20"
虚像に宿る身体の重み。ロン・ミュエクの彫刻がひらく、新たな現前の地平,https://kakera.inc/curation/585/,CURATION,"2026-03-20 12:10:25"
究極の二律背反「わび」と「雅」の邂逅——国宝『喜左衛門井戸』と『色絵藤花文茶壺』が語る日本の美学,https://kakera.inc/curation/591/,CURATION,"2026-03-20 15:18:34"
"永遠のクロム、反射する欲望：空山基「光・透明・反射 -TOKYO-」考",https://kakera.inc/curation/597/,CURATION,"2026-03-20 16:30:10"
視覚の解体と現象の定着：クロード・モネが現代アートに遺した「風景」という問い,https://kakera.inc/curation/603/,CURATION,"2026-03-23 12:38:34"
資本と文化の新たな交差点：サウジアラビア美術市場が提示する『非対称な成長余地』,https://kakera.inc/curation/611/,CURATION,"2026-03-27 10:01:46"
"継承と昇華のホスピタリティ。エスパシオ ナゴヤキャッスルの「匠コンセプト」が問う、真のラグジュアリー",https://kakera.inc/curation/617/,CURATION,"2026-03-27 12:28:27"
引き算の美学がもたらす静謐：1919年創業の老舗が描く現代の干支工芸,https://kakera.inc/curation/623/,CURATION,"2026-03-27 13:22:37"
西陣織が提示するアートの新境地：ミュシャの美意識と日欧文化のミラーリング,https://kakera.inc/curation/629/,CURATION,"2026-03-27 14:42:50"
沈黙が支配する空間。アート・バーゼル香港2026と市場の多極化,https://kakera.inc/curation/636/,CURATION,"2026-03-27 17:47:59"
【2026年最新】「工芸は越境する」伝統工芸の海外展開とアート化の現在地,https://kakera.inc/curation/650/,CURATION,"2026-03-27 19:46:09"
異彩の原画が永続性を獲得する。ヘラルボニーと日本の伝統技法がパリで示す、アートの到達点,https://kakera.inc/curation/656/,CURATION,"2026-03-28 11:31:07"
<h1>現代アート市場のパラダイムシフト：投機的熱狂から歴史的価値への回帰</h1>,https://kakera.inc/curation/670/,CURATION,"2026-03-28 11:55:55"
永遠を繋ぐ手仕事：美学としての「金」を継承する革新的な職人たちの精神,https://kakera.inc/curation/678/,CURATION,"2026-03-28 13:39:03"
"そめもん展2026 ── プロセスという美学と手仕事の痕跡",https://kakera.inc/curation/689/,CURATION,"2026-03-28 14:18:31"
用の美の証明：河井寬次郎と濱田庄司の哲学が問う「所有の形」,https://kakera.inc/curation/698/,CURATION,"2026-03-28 14:35:40"
記憶を「翻訳」する建築：江戸東京博物館リニューアルが提示する現代のヘリテージ,https://kakera.inc/curation/706/,CURATION,"2026-03-28 16:18:47"
【北斎の藍と静寂】国立西洋美術館「冨嶽三十六景」展から読み解く、普遍のミニマリズム,https://kakera.inc/curation/715/,CURATION,"2026-03-28 16:30:02"
"境界の消失と工芸の現在地：「21世紀アート ボーダレス展」が問う所有の哲学",https://kakera.inc/curation/724/,CURATION,"2026-03-28 16:42:59"
作為なき美学：100万回再生された職人技に見る、現代の「用の美」,https://kakera.inc/curation/732/,CURATION,"2026-03-28 18:12:03"
時間を纏う美学：機能的価値を超越した工芸が、現代社会に提示する究極のラグジュアリー,https://kakera.inc/curation/742/,CURATION,"2026-03-29 17:13:53"
"越境する日本の美学：「Atelier DENSAN」が欧州ラグジュアリーに問う沈黙の価値",https://kakera.inc/curation/751/,CURATION,"2026-03-29 17:27:25"
"実用品から1,000年先の遺産へと昇華する歴史的転換点。工芸プラットフォームが示す「芸術の再定義」",https://kakera.inc/curation/761/,CURATION,"2026-03-29 17:49:46"
手仕事が放つ静謐なる存在感：「百工のデザイン」展が問いかける新しいラグジュアリー,https://kakera.inc/curation/772/,CURATION,"2026-03-29 17:59:33"
静寂のインターフェース：西陣織「箔」の概念がテクノロジーと融合するアートの現在地,https://kakera.inc/curation/780/,CURATION,"2026-03-29 21:45:14"
"計測器はアートになり得るか。MWC 2026を席巻した漆芸とテクノロジーの特異点",https://kakera.inc/curation/788/,CURATION,"2026-03-29 22:03:44"
糸の制約が解き放たれるとき。久留米絣と先端技術が描く「継承」の新たな輪郭,https://kakera.inc/curation/800/,CURATION,"2026-03-31 18:20:40"
【着るアートと伝統工芸】消費から継承へと昇華する「一点物」のラグジュアリー哲学,https://kakera.inc/curation/809/,CURATION,"2026-04-02 21:19:10"
"手技という名の記憶を繋ぐ。次世代の工芸職人に託された1,000年先の未来",https://kakera.inc/curation/818/,CURATION,"2026-04-03 09:25:40"
三線の音色を数値化する。職人の「暗黙知」を解き明かす科学と伝統のクロスオーバー,https://kakera.inc/curation/825/,CURATION,"2026-04-03 09:58:26"
"京都の金継ぎと応量器。POJ studioが描く再生の工芸美",https://kakera.inc/curation/838/,CURATION,"2026-04-05 10:50:20"
眠る着物と帯を現代の足元へ。Relier81が示す記憶を纏う美学,https://kakera.inc/curation/845/,CURATION,"2026-04-05 11:13:02"
赤穂緞通・宮本理絵氏の挑戦。一本の糸から紡ぐ幻の技法と未来,https://kakera.inc/curation/854/,CURATION,"2026-04-05 11:28:28"
奈良墨の継承：自己を消し技術を宿す千年の静かなる闘いと美学,https://kakera.inc/curation/864/,CURATION,"2026-04-05 11:48:08"
江戸切子に宿る引き算の美学。伝統工芸の極限と限界への挑戦,https://kakera.inc/curation/872/,CURATION,"2026-04-05 19:48:49"
竹工芸から世界的スカルプチャーへ昇華する次世代アーティスト群,https://kakera.inc/curation/881/,CURATION,"2026-04-06 13:09:35"
所蔵品展「西陣織の輝き-秀吉の好んだ黄金の世界-」,https://kakera.inc/curation/887/,CURATION,"2026-04-06 13:46:49"
【100周年の軌跡】伝統の「うるし紙」とデジタルのNFC技術が織りなす次世代の記録媒体,https://kakera.inc/curation/893/,CURATION,"2026-04-06 14:31:48"
海から産まれ海へ還る。接着の概念を覆す海藻由来の循環型素材「LOOPGLUE」の可能性,https://kakera.inc/curation/901/,CURATION,"2026-04-06 17:40:36"
震災から15年。せんだいメディアテーク「星空と路」が遺す記憶,https://kakera.inc/curation/910/,CURATION,"2026-04-06 20:05:04"
加賀友禅とアップサイクル紙糸が織りなすサステナブルな伝統美,https://kakera.inc/curation/918/,CURATION,"2026-04-06 22:16:29"
大空を彩る息吹のかけら。加須市の職人が手ぬぐいに描き出す「こいのぼり」の系譜と美学,https://kakera.inc/curation/925/,CURATION,"2026-04-06 22:57:06"
「王賜」銘鉄剣（稲荷台1号墳出土）が示す古墳時代の記憶とヤマト王権,https://kakera.inc/curation/1047/,CURATION,"2026-04-08 13:40:00"
"和紙と廃ガラスの空間芸術「縁桜」 モナコ公国を魅了した株式会社アルチザンの挑戦",https://kakera.inc/curation/1056/,CURATION,"2026-04-08 17:52:32"
【マリオット×池田含香堂】奈良団扇の170年と工芸体験,https://kakera.inc/curation/1148/,CURATION,"2026-04-09 00:07:36"
国立文化財修理センター京都設立から紐解く伝統工芸の臨床と蘇生,https://kakera.inc/curation/1154/,CURATION,"2026-04-09 10:56:15"
文化財保護の未来をひらく栃木県のクラウドファンディング活用戦略,https://kakera.inc/curation/1163/,CURATION,"2026-04-09 15:54:55"
"人間国宝吉田文之の撥鏤 奈良の刀剣と正倉院に宿る手仕事の結晶",https://kakera.inc/curation/1171/,CURATION,"2026-04-09 19:01:02"
"弥治郎こけしの造形美と絵付け 白石市が繋ぐ手仕事の身体感覚",https://kakera.inc/curation/1179/,CURATION,"2026-04-10 19:00:41"
"徳川将軍を魅了した有松絞り 築250年の竹田家が繋ぐ手仕事の狂気",https://kakera.inc/curation/1189/,CURATION,"2026-04-10 21:49:40"
伝統工芸品でおもてなし：最大100万円の補助金が叶える空間創出,https://kakera.inc/curation/1197/,CURATION,"2026-04-10 22:10:54"
"千葉博文｜サイトマップ 11/16更新",https://kakera.inc/uncategorized/1205/,Uncategorized,"2025-11-16 21:09:38"
"阿蘇ちょうちん祭が照らす復興の道 熊本地震の記憶を繋ぐ祈り",https://kakera.inc/curation/1206/,CURATION,"2026-04-11 20:26:34"
"佐賀玉屋「BEYOND THE BIZEN」 田土と灼熱が織りなす無釉の造形美",https://kakera.inc/curation/1216/,CURATION,"2026-04-11 21:18:28"
"攻殻機動隊と京瓦の衝突 ポップアップで目撃する伝統工芸の特異点",https://kakera.inc/curation/1223/,CURATION,"2026-04-11 22:04:23"
"岡太神社と大瀧神社 檜皮葺の「日本一複雑な屋根」と職人の手仕事",https://kakera.inc/curation/1231/,CURATION,"2026-04-13 11:19:22"
"Craft x Tech Tokai Project 伝統とテクノロジーが交差する工芸展",https://kakera.inc/curation/1239/,CURATION,"2026-04-13 19:00:15"
"益子焼MASHICOのおしゃれな豆皿 伝統の釉薬が描く手仕事と用の美",https://kakera.inc/curation/1247/,CURATION,"2026-04-14 12:56:51"
牛窓の「ししこま」とは？岡山県のお供えの意味と伝統文化継承の現在,https://kakera.inc/curation/1255/,CURATION,"2026-04-14 21:23:58"
文化財保護とは何か？ギリシャ美術犯罪新法から学ぶ「本物の価値」と継承,https://kakera.inc/curation/1263/,CURATION,"2026-04-15 08:36:12"
仏足石（薬師寺）油汚損事件から問う文化財保護の限界。伝統継承と失われゆくモラルへのまなざし,https://kakera.inc/curation/1269/,CURATION,"2026-04-15 09:30:41"
【日曜美術館50年展】図録のアーカイブが証明する効率化できない美の重力,https://kakera.inc/curation/1277/,CURATION,"2026-04-15 23:34:02"
"非観光型・小規模文化財の活用モデル 文化庁コーチング事例と辰巳清教授の視点",https://kakera.inc/curation/1285/,CURATION,"2026-04-16 11:22:55"
金沢でいま注目を集める伝統工芸作家と新しいアート表現,https://kakera.inc/curation/1293/,CURATION,"2026-04-16 11:43:44"
弘前・土手町の歴史的建築群を利活用した手仕事と伝統工芸展示の実践,https://kakera.inc/curation/1334/,CURATION,"2026-04-17 14:58:17"
"西陣織 1200年の歴史と極限の分業制が織りなす最高峰の絹織物",https://kakera.inc/heritage/1342/,HERITAGE,"2026-04-19 16:53:22"
和柄アロハシャツの深層：エキゾチシズムではない「精神の防波堤」としての図像学と血肉の連鎖,https://kakera.inc/heritage/1349/,HERITAGE,"2026-04-19 17:21:50"
"なぜ鬼切丸と膝丸は兄弟刀と呼ばれるのか 源氏ゆかりの宝刀が宿す血みどろの伝承",https://kakera.inc/curation/1359/,CURATION,"2026-04-19 20:10:25"
"緒方慎一郎のデザインとOGATA Parisが示す日本の精神性",https://kakera.inc/curation/1367/,CURATION,"2026-04-19 20:35:33"
"運慶作の不動明王立像が体現する祈り 浄楽寺に真作が並ぶ歴史的理由",https://kakera.inc/curation/1376/,CURATION,"2026-04-20 09:31:13"
"ディオールはなぜ伝統工芸を選ぶのか ムラーノガラスと竹細工が宿る職人技術の現在地",https://kakera.inc/curation/1391/,CURATION,"2026-04-22 10:55:36"
"佐渡の子ども流鏑馬に女の子が抜擢された理由 500年の禁忌を越える神事の行方",https://kakera.inc/curation/1398/,CURATION,"2026-04-22 12:18:34"
"蓮如上人の教えと室町仏教美術 福井県指定文化財から読み解く歴史",https://kakera.inc/curation/1415/,CURATION,"2026-04-23 13:31:34"
"春日神鹿御正体の造形美 室町時代の金工技術が示す金属の柔らかさ",https://kakera.inc/curation/1422/,CURATION,"2026-04-24 11:20:44"
伝統工芸のエコシステムと藍染め 京都芸術大学の実践型アートマネジメント,https://kakera.inc/curation/1443/,CURATION,"2026-04-24 18:37:51"
"有田焼の原料である天草陶石の成分と枯渇問題。産地が模索する生存戦略",https://kakera.inc/curation/1450/,CURATION,"2026-04-24 18:53:00"
福岡の高級旅館で本物を知る 国指定名勝・柳川「御花」のラグジュアリー体験,https://kakera.inc/curation/1457/,CURATION,"2026-04-26 13:40:10"
蜻ｽ縺ｮ濶ｲ繧堤ｺ上≧隕壽ぁ縲ら捩迚ｩ縺梧署遉ｺ縺吶ｋ閾ｪ辟ｶ縺ｨ縺ｮ莠､蟾ｮ轤ｹ,https://kakera.inc/curation/1466/,CURATION,"2026-04-26 19:51:00"
鎌打ち神事と鳥居再建 中能登町・鎌宮諏訪神社が示す復興の形,https://kakera.inc/curation/1476/,CURATION,"2026-04-26 20:25:00"
"文化財活用の非観光型モデル 奈良・藤間家住宅の伴走型コーチング事例",https://kakera.inc/curation/1500/,CURATION,"2026-04-28 11:01:33"
奄美大島八月踊り 大和村4集落が示す無形民俗文化財の新たな防波堤,https://kakera.inc/curation/1512/,CURATION,"2026-04-28 15:57:28"
"鹿児島・指宿のアロハ宣言 半世紀続くフォーマルウェアの歴史",https://kakera.inc/curation/1534/,CURATION,"2026-04-30 11:27:22"
共同浴場とレトロ建築 竹瓦温泉から道後温泉まで明治大正の意匠を巡る,https://kakera.inc/curation/1558/,CURATION,"2026-05-03 18:06:06"
文化庁の100年フードが地域の小魚を保護し次世代へ繋ぐ理由,https://kakera.inc/curation/1569/,CURATION,"2026-05-07 15:37:47"
駿河蒔絵の展示会 江戸の伝統工芸が魅せる極彩色の知層,https://kakera.inc/curation/1575/,CURATION,"2026-05-07 19:58:00"
プラダがインドの伝統工芸職人を育成する理由 意匠の搾取から共犯関係への転換,https://kakera.inc/curation/1611/,CURATION,"2026-05-09 12:21:20"
"伊勢神宮の式年遷宮とお木曳 2033年に向けた日程と参加する人々の熱量",https://kakera.inc/curation/1622/,CURATION,"2026-05-09 21:10:00"
"なぜ能登に揚げ浜式製塩が残ったのか 加賀藩の救済システムと土着の記憶",https://kakera.inc/curation/1636/,CURATION,"2026-05-10 14:01:14"
"AIで経営(CXO)チームをつくる方法。オリジナル記事を1日で10本~制作も余裕になりました",https://note.com/chiba90/n/nd259e6d6d79b,PREMIUM_NOTE,"2026-05-10 20:23:15"
日本の伝統工芸産業はなぜ年平均9.76%で拡大するのか,https://kakera.inc/curation/1652/,CURATION,"2026-05-12 21:02:43"
輪島塗コラボが証明するジャパンクオリティ 伝統工芸とマンダロリアンの共鳴,https://kakera.inc/curation/1660/,CURATION,"2026-05-14 21:18:49"
伝統工芸DXの最前線 ハノイ工芸村が実践するデジタル化事例,https://kakera.inc/curation/1673/,CURATION,"2026-05-18 18:05:00"
太宰府天満宮本殿の124年ぶり改修と仮殿解体が暴く伝統建築の生態系,https://kakera.inc/curation/1686/,CURATION,"2026-05-18 18:52:00"
青葉神社の修繕費用不足から紐解く、有形文化財の限界と1,000年先の防波堤,https://kakera.inc/curation/1695/,CURATION,"2026-05-18 21:43:24"
防府市 白石家の登録有形文化財と260年続く家業の蘇生,https://kakera.inc/curation/1712/,CURATION,"2026-05-19 18:57:00"
和室の床の間を現代アートで再定義する「茶の湯」のアプローチとは,https://kakera.inc/curation/1719/,CURATION,"2026-05-20 13:54:49"
首里城復元を支える宮大工の伝統技術と2026年秋公開の木造再建の全貌,https://kakera.inc/curation/1727/,CURATION,"2026-05-20 15:02:36"
内山紙の純白を育む雪晒しの神秘と16年ぶりの伝統工芸士誕生,https://kakera.inc/curation/1739/,CURATION,"2026-05-20 21:59:39"
お六櫛の極細の歯が解きほぐす髪の美と木曽の職人による継承の理,https://kakera.inc/curation/1747/,CURATION,"2026-05-20 22:26:00"
からむし織とは何か。福島県昭和村で紡がれる最高峰の伝統工芸と織姫たちの継承,https://kakera.inc/curation/1757/,CURATION,"2026-05-21 16:25:00"
硝子の青に宿る祈りの記憶と伝統工芸トンボ玉が紡ぐ身体感覚の蘇生,https://kakera.inc/curation/1767/,CURATION,"2026-05-22 09:18:15"
なぜ安藤工の志野焼は人々を魅了するのか 白の精神と技法,https://kakera.inc/curation/1775/,CURATION,"2026-05-22 11:20:00"
縺ｪ縺懷ｮ､逕ｺ譎ゆｻ｣縺ｮ豌大ｮｶ縺檎樟莉｣縺ｫ谿九ｋ縺ｮ縺・000蟷ｴ縺ｮ陦€閼医ｒ邯吶＄邂ｱ譛ｨ蜊・ｹｴ螳ｶ縺ｮ螂・ｷ｡縺ｨ蠖謎ｸｻ縺ｮ隕壽ぁ,https://kakera.inc/curation/1786/,CURATION,"2026-05-24 10:10:00"

閭ｽ髱｢縺悟ｮｿ縺咎㍾隕∵枚蛹冶ｲ｡縺ｮ逕溷多繧定・逕溘☆繧区擲蜊夊・縺ｨ縺・≧逕溘″縺溷ｾｪ迺ｰ縺ｮ蜩ｲ蟄ｦ,https://kakera.inc/curation/1795/,CURATION,"2026-05-26 09:15:00"
